,location,beds,size_sqft,bath,balcony,price
408,Rajaji Nagar,7 BHK,12000.0,6.0,3.0,2200000.0
409,Sultan Palaya,2 BHK,550.0,1.0,1.0,62000.0
410,Kengeri,1 BHK,34.46,1.0,0.0,18500.0
411,Sanne Amanikere,2 BHK,1185.0,2.0,,38000.0
412,Kengeri,2 BHK,750.0,2.0,1.0,38000.0
413,Mahalakshmi Layout,6 BHK,1200.0,7.0,3.0,250000.0
414,Kanakpura Road,3 BHK,1550.0,3.0,3.0,64500.0
415,Amco Colony,3 BHK,1760.0,3.0,2.0,88000.0
416,Billekahalli,2 BHK,1125.0,2.0,2.0,62000.0
417,Nagarbhavi,3 BHK,1350.0,3.0,2.0,150000.0
418,Anandapura,2 BHK,1000.0,2.0,1.0,55000.0
419,Bommasandra Industrial Area,2 BHK,1090.0,2.0,2.0,31480.0
420,TC Palaya,2 BHK,1200.0,2.0,0.0,60000.0
421,Budigere,3 BHK,1991.0,4.0,2.0,103000.0
422,Bommasandra,2 BHK,1060.0,2.0,1.0,26500.0
423,Ambalipura,2 BHK,1105.0,2.0,1.0,75000.0
424,Hoodi,2 BHK,985.0,2.0,2.0,67000.0
425,Chandapura,6 BHK,1533.0,5.0,3.0,85000.0
426,Balagere,3 BHK,1590.0,3.0,2.0,79000.0
427,CV Raman Nagar,2 BHK,1120.0,2.0,2.0,55000.0
428,Samethanahalli,2 BHK,1069.0,2.0,1.0,55000.0
429,Marathahalli,3 BHK,1933.0,3.0,2.0,140000.0
430,Hosur Road,2 BHK,1194.0,2.0,0.0,69000.0
431,Brookefield,2 BHK,1150.0,2.0,3.0,69000.0
432,Yelenahalli,2 BHK,1240.0,2.0,2.0,47120.0
433,Raja Rajeshwari Nagar,2 BHK,1419.0,2.0,2.0,48100.0
434,7th Phase JP Nagar,8 BHK,1200.0,8.0,,250000.0
435,Richmond Town,3 BHK,2150.0,4.0,,240000.0
436,Suddaguntepalya,3 BHK,1450.0,3.0,2.0,55000.0
437,Udayapur Village,3 BHK,1630.0,3.0,2.0,68290.0
438,Dasanapura,2 BHK,708.0,1.0,1.0,40000.0
439,Kasavanhalli,3 BHK,1000.0,4.0,3.0,110000.0
440,Whitefield,4 BHK,11890.0,4.0,3.0,700000.0
441,Bellandur,2 BHK,1250.0,2.0,1.0,76000.0
442,7th Phase JP Nagar,3 BHK,1400.0,2.0,1.0,95000.0
443,Sarjapur  Road,3 BHK,1670.0,2.0,3.0,57000.0
444,Ardendale,3 BHK,1750.0,3.0,2.0,100000.0
445,Vittasandra,2 BHK,1404.0,2.0,1.0,71000.0
446,Hoodi,3 BHK,1715.0,2.0,2.0,95000.0
447,Electronic City,1 BHK,630.0,1.0,1.0,34650.0
448,Harlur,3 BHK,1752.12,3.0,2.0,135000.0
449,Hulimavu,3 BHK,1650.0,3.0,2.0,78000.0
450,Raja Rajeshwari Nagar,2 BHK,1295.0,2.0,1.0,55470.0
451,Giri Nagar,3 BHK,1800.0,3.0,2.0,252000.0
452,Sarjapur  Road,2 BHK,1346.0,2.0,1.0,74030.0
453,Thippasandra,4 BHK,1200.0,4.0,2.0,200000.0
454,Hormavu,2 BHK,1150.0,2.0,2.0,55000.0
455,Chikkabidarakallu,4 BHK,3309.0,4.0,3.0,325000.0
456,Chandapura,3 BHK,1190.0,2.0,2.0,30350.0
457,AECS Layout,3 BHK,1620.0,3.0,2.0,98000.0
458,Marathahalli,2 BHK,950.0,2.0,1.0,46960.0
459,1 Giri Nagar,11 BHK,5000.0,9.0,3.0,360000.0
460,Harlur,3 BHK,2450.0,3.0,0.0,120000.0
461,Electronic City Phase II,3 BHK,1220.0,2.0,1.0,35230.0
462,Hoysalanagar,2 BHK,850.0,2.0,1.0,30000.0
463,Padmanabhanagar,2 BHK,1020.0,2.0,2.0,63000.0
464,Chikkalasandra,2 BHK,1100.0,2.0,2.0,50000.0
465,Defence Colony,2 BHK,1150.0,2.0,2.0,126000.0
466,Hebbal,3 BHK,1760.0,2.0,2.0,130000.0
467,Ambalipura,3 BHK,1800.0,3.0,3.0,110000.0
468,Akshaya Nagar,2 BHK,1070.0,2.0,1.0,54000.0
469,2nd Stage Nagarbhavi,4 BHK,1500.0,4.0,2.0,220000.0
470,Vidyaranyapura,2 BHK,1440.0,2.0,0.0,95000.0
471,Amruthahalli,2 BHK,900.0,2.0,1.0,40000.0
472,ITI Employees Layout,4 BHK,1200.0,4.0,1.0,230000.0
473,Whitefield,2 BHK,1130.0,2.0,1.0,42160.0
474,Koramangala,2 BHK,1320.0,2.0,1.0,165000.0
475,Kodigehalli,2 BHK,1270.0,2.0,1.0,98000.0
476,Patelappa Layout,2 BHK,1200.0,2.0,1.0,62000.0
477,Ring Road Nagarbhavi,4 BHK,4800.0,4.0,,235000.0
478,NS Palya,2 BHK,1200.0,2.0,1.0,74000.0
479,Subramanyapura,2 BHK,929.0,2.0,0.0,50170.0
480,RMV 2nd Stage,4 BHK,1150.0,4.0,2.0,260000.0
481,Basavangudi,4 BHK,1125.0,4.0,3.0,180000.0
482,Kenchenahalli,5 BHK,500.0,3.0,2.0,65000.0
483,3rd Block Hrbr Layout,5 BHK,1200.0,5.0,2.0,190000.0
484,KUDLU MAIN ROAD,3 BHK,1464.0,3.0,2.0,56000.0
485,7th Phase JP Nagar,4 BHK,3600.0,4.0,3.0,400000.0
486,Bank Avenue,4 BHK,2000.0,4.0,2.0,99000.0
487,Chikkalasandra,2 BHK,1208.0,2.0,1.0,49000.0
488,Hebbal Kempapura,2 BHK,1130.0,2.0,2.0,60000.0
489,Surabhi Layout,3 BHK,1753.0,3.0,2.0,120000.0
490,Old Madras Road,5 BHK,4500.0,7.0,3.0,337000.0
491,Banjara Layout,3 BHK,600.0,3.0,2.0,58000.0
492,Hoodi,2 BHK,1196.0,2.0,2.0,94420.0
493,5th Phase JP Nagar,2 BHK,1150.0,3.0,3.0,52500.0
494,Electronic City,2 BHK,1128.0,2.0,1.0,63000.0
495,Omkar Nagar,2 BHK,1000.0,2.0,1.0,53000.0
496,Yelahanka,2 BHK,1035.0,2.0,1.0,45000.0
497,Kereguddadahalli,2 BHK,950.0,2.0,1.0,32000.0
498,Bisuvanahalli,3 BHK,1075.0,2.0,1.0,36000.0
499,Whitefield,2 BHK,1040.0,2.0,1.0,48500.0
500,Maragondanahalli,2 BHK,720.0,2.0,1.0,45000.0
501,Lingadheeranahalli,3 BHK,1511.0,3.0,1.0,95000.0
502,Silk Board,3 BHK,1300.0,3.0,1.0,58000.0
503,Hoodi,3 BHK,1545.0,3.0,1.0,68750.0
504,Shampura,1 BHK,375.0,2.0,0.0,26000.0
505,Vidyaranyapura,2 BHK,1062.0,2.0,3.0,38000.0
506,Kada Agrahara,2 BHK,1115.0,2.0,1.0,40000.0
507,JP Nagar,2 BHK,1000.0,2.0,1.0,35000.0
508,Kambipura,2 BHK,883.0,2.0,1.0,45000.0
509,Sarjapur  Road,2 BHK,1195.0,2.0,1.0,70000.0
510,BHEL Layout,4 BHK,1200.0,3.0,1.0,165000.0
511,Medahalli,1 BHK,700.0,1.0,0.0,41000.0
512,Vittasandra,2 BHK,1246.0,2.0,1.0,67000.0
513,8th Phase JP Nagar,4 BHK,660.0,4.0,2.0,90000.0
514,Banashankari Stage III,4 BHK,8500.0,4.0,2.0,145000.0
515,Kashi Nagar,4 BHK,1600.0,4.0,1.0,80000.0
516,Haralur Road,4 BHK,2805.0,5.0,3.0,154000.0
517,Begur Road,3 BHK,1584.0,3.0,,65000.0
518,Sector 7 HSR Layout,4 BHK,3000.0,5.0,1.0,275000.0
519,Hosur Road,3 BHK,1175.0,2.0,2.0,48000.0
520,"Yemlur, Old Airport Road, ",3 BHK,1595.0,3.0,2.0,115000.0
521,VHBCS Layout,2 BHK,1353.0,2.0,2.0,110000.0
522,Electronic City,3 BHK,1599.0,3.0,2.0,125000.0
523,Whitefield,2 BHK,1150.0,2.0,1.0,70000.0
524,Jakkur,4 BHK,5230.0,6.0,1.0,465000.0
525,KR Puram,2 BHK,1155.0,2.0,2.0,42740.0
526,Ittamadu,1 BHK,1200.0,2.0,0.0,85000.0
527,Electronic City Phase II,2 BHK,1000.0,2.0,1.0,25000.0
528,Thanisandra,4 BHK,3000.0,4.0,,120000.0
529,Rajiv Nagar,3 BHK,1867.0,3.0,1.0,160000.0
530,Ramagondanahalli,2 BHK,1251.0,2.0,1.0,47000.0
531,Gattahalli,2 BHK,1028.0,2.0,1.0,45500.0
532,Arekere,2 BHK,1222.0,2.0,2.0,45000.0
533,Bannerghatta Road,3 BHK,1170.0,2.0,1.0,66000.0
534,Hebbal,3 BHK,2400.0,4.0,1.0,245000.0
535,Ramanjaneyanagar,3 BHK,1385.0,2.0,2.0,48480.0
536,HSR Layout,2 BHK,1372.0,2.0,1.0,68000.0
537,Magadi Road,3 BHK,1282.0,2.0,2.0,49000.0
538,Mico Layout,9 BHK,5000.0,9.0,3.0,210000.0
539,7th Block Jayanagar,5 BHK,3000.0,3.0,1.0,528000.0
540,Kanakpura Road,2 BHK,1135.0,2.0,1.0,39730.0
541,Whitefield,3 BHK,1768.0,3.0,2.0,101000.0
542,Byatarayanapura,3 BHK,1325.0,2.0,1.0,90000.0
543,Electronic City,3 BHK,1599.0,3.0,2.0,99000.0
544,Whitefield,3 BHK,1500.0,3.0,1.0,61950.0
545,2nd Phase JP Nagar,3 BHK,2610.0,3.0,0.0,499000.0
546,Uttarahalli,2 BHK,1286.0,2.0,2.0,63000.0
547,Kammanahalli,5 BHK,2845.0,5.0,1.0,140000.0
548,K G Colony,3 BHK,1600.0,2.0,,50000.0
549,Hennur Road,2 BHK,1317.5,2.0,0.0,63770.0
550,Hebbal,3 BHK,3450.0,5.0,2.0,260000.0
551,Munnekollal,2 BHK,1102.0,2.0,2.0,53670.0
552,Yelahanka,2 BHK,1350.0,2.0,2.0,54000.0
553,Banashankari,3 BHK,1200.0,2.0,2.0,42000.0
554,Hosa Road,6 BHK,1300.0,6.0,0.0,145000.0
555,Herohalli,2 BHK,1800.0,1.0,1.0,80000.0
556,Chikkabanavar,2 BHK,950.0,2.0,1.0,40000.0
557,Kanakpura Road,1 BHK,525.0,1.0,1.0,27250.0
558,Attibele,2 BHK,656.0,2.0,1.0,25000.0
559,Marathahalli,4 BHK,1780.0,4.0,3.0,175000.0
560,3rd Block Hrbr Layout,2 BHK,1056.0,2.0,1.0,80000.0
561,Bannerghatta Road,1 BHK,595.0,1.0,1.0,33320.0
562,Ittamadu,2 BHK,1080.0,2.0,2.0,50000.0
563,7th Phase JP Nagar,3 BHK,2225.0,3.0,1.0,160000.0
564,Bommasandra,2 BHK,1126.0,2.0,1.0,28150.0
565,Electronics City Phase 1,3 BHK,1490.0,3.0,1.0,84000.0
566,HRBR Layout,4 BHK,2000.0,4.0,1.0,300000.0
567,Sarjapur  Road,3 BHK,1550.0,3.0,3.0,100000.0
568,,3 BHK,1600.0,3.0,2.0,86000.0
569,Ashwini layout,2 BHK,1160.0,2.0,1.0,55000.0
570,Whitefield,4 BHK,4144.0,4.0,3.0,315000.0
571,Sarjapur  Road,3 BHK,2100.0,3.0,2.0,125000.0
572,Vittasandra,2 BHK,1404.0,2.0,1.0,69300.0
573,Sarjapur  Road,4 BHK,2230.0,4.0,3.0,225000.0
574,Marathalli bridge,3 BHK,1544.0,3.0,,120000.0
575,Banashankari Stage III,3 BHK,1305.0,2.0,1.0,58700.0
576,Marathahalli,2 BHK,1230.0,2.0,2.0,80000.0
577,T.C PALYA,2 BHK,1200.0,2.0,0.0,65000.0
578,Harlur,3 BHK,1460.0,3.0,1.0,73000.0
579,Sarjapur  Road,nan,1800.0,,,34185.0
580,Gottigere,2 BHK,967.0,2.0,3.0,45000.0
581,Byatarayanapura,1 BHK,540.0,1.0,1.0,36000.0
582,Hormavu,1 BHK,715.0,1.0,2.0,46000.0
583,Whitefield,3 BHK,2500.0,3.0,2.0,313000.0
584,Dooravani Nagar,3 BHK,1578.0,3.0,1.0,180000.0
585,Mysore Road,2 BHK,1020.0,2.0,1.0,48950.0
586,Jigani,2 BHK,1020.0,2.0,1.0,40000.0
587,Koramangala,2 BHK,1253.0,2.0,1.0,102000.0
588,JCR Layout,2 BHK,1180.0,2.0,2.0,42000.0
589,Nehru Nagar,2 BHK,961.0,2.0,2.0,38000.0
590,Kanakapura,3 BHK,1419.0,3.0,3.0,75000.0
591,Harlur,3 BHK,1709.0,3.0,2.0,150000.0
592,Papareddipalya,2 BHK,1600.0,2.0,0.0,115000.0
593,Venkatapura,1 BHK,416.0,1.0,1.0,18500.0
594,Sanjay nagar,2 BHK,1100.0,2.0,2.0,98000.0
595,HSR Layout,3 BHK,1430.0,2.0,1.0,65000.0
596,Sneha Colony,2 BHK,1260.0,2.0,2.0,45000.0
597,RMV Extension,3 BHK,1630.0,3.0,2.0,85000.0
598,Sarjapur  Road,3 BHK,1249.0,3.0,2.0,44710.0
599,Kalena Agrahara,3 BHK,1450.0,2.0,3.0,85000.0
600,Konanakunte,3 BHK,2791.0,3.0,1.0,223000.0
601,Hosapalya,1 BHK,600.0,1.0,0.0,90000.0
602,Ashwini layout,1 BHK,834.0,1.0,1.0,60000.0
603,Doddagubbi,3 BHK,1125.0,4.0,1.0,70000.0
604,Arekere,3 BHK,2060.0,3.0,2.0,140000.0
605,Malleshwaram,7 BHK,12000.0,7.0,3.0,2200000.0
606,Gottigere,2 BHK,891.0,2.0,1.0,25000.0
607,Raja Rajeshwari Nagar,2 BHK,1133.0,2.0,1.0,49070.0
608,Bisuvanahalli,3 BHK,1075.0,2.0,1.0,37000.0
609,Sector 6 HSR Layout,4 BHK,3000.0,5.0,2.0,260000.0
610,Brookefield,4 BHK,2440.0,5.0,2.0,425000.0
611,Vidyaranyapura,2 BHK,1200.0,2.0,2.0,55000.0
612,Thanisandra,2 BHK,1075.0,2.0,2.0,45800.0
613,Kaggadasapura,2 BHK,1140.0,2.0,2.0,40000.0
614,Margondanahalli,5 BHK,940.0,4.0,2.0,150000.0
615,ITI Layout,6 BHK,2160.0,5.0,1.0,250000.0
616,Raja Rajeshwari Nagar,2 BHK,1090.0,2.0,1.0,42000.0
617,R.T. Nagar,4 BHK,1500.0,4.0,1.0,70000.0
618,Whitefield,4 BHK,4104.0,4.0,2.0,360000.0
619,Whitefield,3 BHK,1790.0,3.0,,100000.0
620,Hebbal,3 BHK,1920.0,3.0,2.0,134000.0
621,HRBR Layout,2 BHK,1374.0,2.0,2.0,95000.0
622,Bannerghatta Road,3 BHK,1445.0,3.0,2.0,95000.0
623,Kanakapura,1 BHK,711.0,1.0,1.0,36000.0
624,Tumkur Road,3 BHK,1500.0,3.0,3.0,95000.0
625,Whitefield,3 BHK,1720.0,3.0,3.0,100000.0
626,Vasanthapura,3 BHK,1400.0,3.0,2.0,60000.0
627,Kundalahalli,2 BHK,1030.0,2.0,2.0,49000.0
628,Mysore Road,2 BHK,1200.0,2.0,1.0,85000.0
629,Hosahalli,3 BHK,1375.0,3.0,2.0,70000.0
630,Hegde Nagar,2 BHK,1050.0,1.0,,56000.0
631,Jalahalli,3 BHK,2250.0,3.0,2.0,160000.0
632,Bellandur,2 BHK,1000.0,2.0,2.0,50000.0
633,Jalahalli West,1 BHK,469.0,1.0,0.0,25000.0
634,Marathahalli,4 BHK,3800.0,4.0,3.0,250000.0
635,Kambipura,2 BHK,883.0,2.0,1.0,29000.0
636,GM Palaya,3 BHK,1820.0,2.0,3.0,86000.0
637,Singasandra,3 BHK,1440.0,2.0,3.0,65000.0
638,near Ramanashree California resort,6 BHK,3600.0,4.0,1.0,160000.0
639,Malleshwaram,4 BHK,2500.0,5.0,2.0,325000.0
640,Mahadevpura,2 BHK,1225.0,2.0,2.0,48000.0
641,"6th block banashankari 3rd stage, 100 feet ORR",3 BHK,4000.0,3.0,1.0,660000.0
642,Chikkalasandra,2 BHK,875.0,2.0,3.0,52800.0
643,Jalahalli East,1 BHK,750.0,1.0,2.0,40000.0
644,6th Phase JP Nagar,2 BHK,1180.0,2.0,3.0,80000.0
645,Haralur Road,2 BHK,1194.0,2.0,2.0,47000.0
646,Hennur Road,3 BHK,1500.0,2.0,2.0,62000.0
647,Poornapragna Housing Society Layout,2 BHK,1160.0,2.0,2.0,52200.0
648,Arekere,9 BHK,4125.0,9.0,,265000.0
649,Hosakerehalli,3 BHK,2378.0,3.0,1.0,262000.0
650,Sarjapur,2 BHK,1128.0,2.0,1.0,60000.0
651,Hebbal,3 BHK,1500.0,3.0,1.0,150000.0
652,Huskur,3 BHK,1220.0,2.0,1.0,35230.0
653,Sarjapur  Road,2 BHK,1210.0,2.0,2.0,58000.0
654,Kanakpura Road,3 BHK,1100.0,2.0,1.0,58000.0
655,Bommasandra,3 BHK,1200.0,3.0,2.0,46000.0
656,Haralur Road,4 BHK,3385.0,5.0,,260000.0
657,Nagondanahalli,3 BHK,1641.0,3.0,2.0,66000.0
658,Horamavu Agara,2 BHK,1200.0,2.0,1.0,45000.0
659,Raja Rajeshwari Nagar,2 BHK,1260.0,2.0,1.0,67390.0
660,Mahadevpura,3 BHK,1720.0,3.0,3.0,78000.0
661,Yelahanka,2 BHK,1132.5,2.0,0.0,48130.0
662,Yelahanka,2 BHK,1210.0,2.0,1.0,45980.0
663,Indira Nagar,4 BHK,2200.0,4.0,2.0,200000.0
664,Bisuvanahalli,3 BHK,1075.0,2.0,1.0,45000.0
665,Thanisandra,3 BHK,1702.0,3.0,2.0,130000.0
666,Shanthala Nagar,2 BHK,1630.0,2.0,2.0,200000.0
667,Raja Rajeshwari Nagar,2 BHK,1141.0,2.0,2.0,38550.0
668,Shantiniketan Layout,3 BHK,2072.0,3.0,2.0,108000.0
669,JP Nagar,5 BHK,5520.0,,,375000.0
670,Herohalli,3 BHK,1200.0,2.0,0.0,70000.0
671,Teachers Colony,3 BHK,1350.0,3.0,0.0,77000.0
672,Bettahalsoor,4 BHK,4046.0,4.0,0.0,445000.0
673,Srinivasa Nagar,3 BHK,1180.0,2.0,2.0,78340.0
674,Yelahanka,3 BHK,35000.0,3.0,3.0,130000.0
675,Langford Town,2 BHK,1355.0,2.0,2.0,115000.0
676,Sulthangunta,1 BHK,600.0,1.0,0.0,50000.0
677,Hormavu,7 BHK,1200.0,7.0,,150000.0
678,Bannerghatta Road,3 BHK,1640.0,2.0,1.0,120000.0
679,Byrathi Village,5 BHK,1200.0,5.0,0.0,100000.0
680,Kodichikkanahalli,3 BHK,1190.0,2.0,2.0,57000.0
681,OMBR Layout,4 BHK,2400.0,4.0,2.0,375000.0
682,Marathahalli,2 BHK,1019.0,2.0,2.0,49850.0
683,Ambedkar Colony,3 BHK,1875.0,3.0,2.0,165000.0
684,Akshaya Nagar,3 BHK,1250.0,3.0,2.0,40000.0
685,Brookefield,3 BHK,1200.0,3.0,2.0,140000.0
686,Whitefield,2 BHK,1140.0,2.0,1.0,56000.0
687,Lingadheeranahalli,3 BHK,1683.0,3.0,1.0,109000.0
688,Kaggadasapura,3 BHK,1515.0,3.0,,83300.0
689,Hoodi,4 BHK,2118.0,4.0,2.0,111000.0
690,Bannerghatta Road,4 BHK,1380.0,3.0,0.0,58000.0
691,Varthur Road,2 BHK,1083.0,2.0,2.0,61750.0
692,Anjappa Layout,2 BHK,600.0,2.0,1.0,55000.0
693,Avalahalli,3 BHK,2300.0,3.0,3.0,120000.0
694,Prakruthi Nagar,2 BHK,1240.0,2.0,2.0,60000.0
695,Surabhi Layout,3 BHK,1750.0,3.0,1.0,120000.0
696,Sadaramangala,2 BHK,1230.0,2.0,,43480.0
697,Anjanapura,3 BHK,1500.0,3.0,1.0,139000.0
698,Abbigere,2 BHK,985.0,2.0,1.0,40390.0
699,Tindlu,3 BHK,1500.0,2.0,1.0,87000.0
700,Electronic City,2 BHK,1125.0,2.0,1.0,32490.000000000004
701,Maruthi Sevanagar,2 BHK,950.0,2.0,1.0,44000.0
702,JP Nagar,5 BHK,5600.0,,,548500.0
703,Kothanur,3 BHK,1580.0,3.0,3.0,76000.0
704,B Narayanapura,3 BHK,1092.0,2.0,1.0,98500.0
705,Electronic City Phase II,2 BHK,1090.0,2.0,1.0,28340.0
706,Hennur Road,3 BHK,2264.0,3.0,1.0,159000.0
707,Dommasandra,3 BHK,1033.0,2.0,2.0,25530.0
708,Kammasandra,2 BHK,810.0,2.0,2.0,24500.0
709,Green Garden Layout,2 BHK,1045.0,2.0,0.0,45000.0
710,Hebbal,2 BHK,1337.0,2.0,1.0,82000.0
711,Chandapura,2 BHK,1200.0,2.0,2.0,32000.0
712,Koramangala,3 BHK,1580.0,3.0,2.0,160000.0
713,Begur Road,3 BHK,1500.0,2.0,3.0,54000.0
714,Whitefield,3 BHK,1640.0,4.0,2.0,91000.0
715,Silver Springs Layout,3 BHK,1570.0,3.0,2.0,62000.0
716,Gubbalala,3 BHK,1470.0,2.0,2.0,82000.0
717,Kengeri,2 BHK,1160.0,2.0,2.0,40610.0
718,7th Phase JP Nagar,2 BHK,1050.0,2.0,1.0,71000.0
719,Dairy Circle,3 BHK,1855.0,3.0,1.0,225000.0
720,Bannerghatta Road,3 BHK,1460.0,2.0,1.0,90000.0
721,Hulimavu,3 BHK,1823.0,3.0,2.0,100000.0
722,Electronic City,2 BHK,1094.0,2.0,2.0,42000.0
723,Budigere,2 BHK,1153.0,2.0,2.0,57000.0
724,Hoysalanagar,3 BHK,1325.0,3.0,1.0,57000.0
725,Parappana Agrahara,4 BHK,1200.0,3.0,2.0,85000.0
726,Jakkur,3 BHK,1590.0,2.0,2.0,125000.0
727,Jeevan bima nagar,5 BHK,1210.0,4.0,2.0,160000.0
728,Raja Rajeshwari Nagar,4 BHK,1200.0,4.0,0.0,220000.0
729,Narayana Nagar 1st Block,2 BHK,1202.0,2.0,1.0,48000.0
730,Haralur Road,2 BHK,1202.0,2.0,1.0,53000.0
731,KSRTC Layout,2 BHK,1200.0,2.0,3.0,62500.0
732,Panathur,3 BHK,1688.0,3.0,1.0,118000.0
733,Kaval Byrasandra,2 BHK,1020.0,2.0,1.0,52000.0
734,Sarjapur,2 BHK,1185.0,2.0,2.0,47000.0
735,Ramagondanahalli,2 BHK,1235.0,2.0,1.0,52040.0
736,Hosakerehalli,4 BHK,3205.0,5.0,1.0,500000.0
737,Banashankari,2 BHK,1077.0,2.0,2.0,37640.0
738,Kengeri Satellite Town,3 BHK,1415.0,2.0,3.0,66000.0
739,EPIP Zone,3 BHK,2330.0,3.0,2.0,162000.0
740,Whitefield,2 BHK,805.0,2.0,2.0,35000.0
741,P&T Colony,1 BHK,425.0,1.0,0.0,20030.0
742,Whitefield,2 BHK,1155.0,2.0,3.0,59950.0
743,Cunningham Road,4 BHK,5270.0,4.0,3.0,1250000.0
744,Anekal,2 BHK,656.0,2.0,1.0,22000.0
745,New Gurappana Palya,2 BHK,1100.0,2.0,0.0,48000.0
746,Mahadevpura,2 BHK,1150.0,2.0,3.0,52000.0
747,Chelekare,1 BHK,600.0,1.0,1.0,60000.0
748,Ambedkar Colony,2 BHK,1468.0,2.0,1.0,140000.0
749,Palanahalli,4 BHK,4300.0,5.0,2.0,550000.0
750,Whitefield,3 BHK,2280.0,4.0,2.0,126000.0
751,Hegde Nagar,2 BHK,1341.0,2.0,1.0,97000.0
752,Jakkur,2 BHK,1279.0,2.0,1.0,77000.0
753,Electronic City Phase II,4 BHK,2225.0,4.0,0.0,98880.0
754,Thanisandra,2 BHK,1185.0,2.0,2.0,43510.0
755,Vadarpalya,3 BHK,1750.0,3.0,2.0,85000.0
756,Kudlu,2 BHK,1152.0,2.0,1.0,53500.0
757,Shivanagar,5 BHK,1000.0,4.0,1.0,160000.0
758,Hulimavu,2 BHK,1300.0,2.0,3.0,36000.0
759,Varthur Road,4 BHK,2760.0,4.0,2.0,155000.0
760,5th Phase JP Nagar,2 BHK,1070.0,2.0,2.0,39000.0
761,Uttarahalli,2 BHK,1101.0,2.0,0.0,45000.0
762,V.V Puram,2 BHK,775.0,2.0,1.0,55000.0
763,Yeshwanthpur,1 BHK,667.0,1.0,1.0,36850.0
764,Electronic City,2 BHK,1070.0,2.0,1.0,55000.0
765,Old Airport Road,3 BHK,1875.0,2.0,2.0,110000.0
766,Kundalahalli,2 BHK,735.0,2.0,1.0,57990.0
767,Sarjapur,5 BHK,4360.0,4.0,1.0,90000.0
768,Koramangala,3 BHK,1750.0,3.0,2.0,130000.0
769,Marathahalli,2 BHK,1215.0,2.0,1.0,67000.0
770,Sector 3 HSR Layout,9 BHK,600.0,9.0,3.0,190000.0
771,Vishwapriya Layout,2 BHK,820.0,2.0,1.0,30000.0
772,Banashankari Stage VI,2 BHK,1177.5,2.0,0.0,59935.0
773,Battarahalli,3 BHK,1779.0,3.0,2.0,89610.0
774,HMT Layout,2 BHK,1105.0,2.0,2.0,58000.0
775,Basavanagara,1 BHK,1000.0,2.0,1.0,93000.0
776,Whitefield,3 BHK,1650.0,3.0,2.0,60000.0
777,Jalahalli,2 BHK,1694.0,2.0,2.0,150000.0
778,Hosakerehalli,3 BHK,2376.0,3.0,1.0,203000.0
779,Cox Town,3 BHK,1975.0,3.0,3.0,150000.0
780,Kammasandra,2 BHK,674.0,2.0,1.0,33000.0
781,Kaggadasapura,2 BHK,1185.0,2.0,1.0,41000.0
782, Thanisandra,1 RK,445.0,1.0,0.0,28000.0
783,Mylasandra,6 BHK,900.0,7.0,,76000.0
784,HSR Layout,3 BHK,1475.0,3.0,2.0,75000.0
785,Gottigere,3 BHK,1618.0,3.0,3.0,82500.0
786,Koramangala,2 BHK,1120.0,2.0,0.0,65000.0
787,Marathahalli,4 BHK,2181.0,3.0,2.0,152000.0
788,Vidyaranyapura,4 BHK,1200.0,4.0,0.0,90000.0
789,Nagondanahalli,6 BHK,600.0,4.0,3.0,65000.0
790,Bannerghatta Road,3 BHK,1556.0,2.0,1.0,59130.0
791,Bannerghatta Road,2 BHK,1179.0,2.0,1.0,66020.0
792,Thanisandra,2 BHK,1296.0,2.0,2.0,83000.0
793,Kaggadasapura,2 BHK,1275.0,2.0,2.0,52000.0
794,Kalasipalya,7 BHK,1875.0,2.0,2.0,300000.0
795,Kathriguppe,3 BHK,1400.0,2.0,2.0,77000.0
796,Gottigere,2 BHK,1222.0,2.0,1.0,63000.0
797,Electronic City,2 BHK,940.0,2.0,1.0,41000.0
798,Thanisandra,2 BHK,1185.0,2.0,2.0,42600.0
799,Tumkur Road,3 BHK,1779.0,3.0,2.0,112000.0
800,Begur Road,3 BHK,1615.0,3.0,2.0,59760.0
801,JP Nagar,4 BHK,4624.5,,,453000.0
802,Haralur Road,2 BHK,1056.0,2.0,1.0,61000.0
803,7th Phase JP Nagar,2 BHK,1100.0,2.0,0.0,46000.0
804,Arekere,2 BHK,920.0,2.0,1.0,40000.0
805,ITI Layout,3 BHK,1602.0,2.0,0.0,75000.0
806,Padmanabhanagar,2 BHK,1176.0,2.0,0.0,62000.0
807,HBR Layout,4 BHK,675.0,3.0,1.0,59000.0
808,Richmond Town,3 BHK,1352.0,3.0,0.0,135000.0
809,Kasavanhalli,3 BHK,1717.0,3.0,3.0,99000.0
810,4 Bedroom Farm House in Bagalur,4 BHK,10961.0,4.0,1.0,80000.0
811,Bhoganhalli,4 BHK,2119.0,4.0,3.0,111000.0
812,Vittasandra,2 BHK,1246.0,2.0,1.0,67300.0
813,Anandapura,2 BHK,1141.0,2.0,1.0,42790.0
814,Hennur Road,2 BHK,1157.0,2.0,1.0,84000.0
815,Chandapura,2 BHK,1025.0,2.0,2.0,27680.0
816,Yelahanka New Town,1 BHK,650.0,1.0,2.0,33000.0
817,Hebbal,2 BHK,1349.0,2.0,1.0,98000.0
818,Narayanapura,3 BHK,1566.0,3.0,1.0,83300.0
819,Sahakara Nagar,4 BHK,2830.0,3.0,3.0,195000.0
